Country,Year,Month,age,Value
Croatia,2014,12 ,Y_LT25,840.1
Croatia,2015,01 ,TOTAL,2123.9
Croatia,2015,01 ,Y25-74,1660.5
Croatia,2015,01 ,Y_LT25,843.3000000000001
Croatia,2015,02 ,TOTAL,2131.3
Croatia,2015,02 ,Y25-74,1669.0
Croatia,2015,02 ,Y_LT25,843.3000000000001
Croatia,2015,03 ,TOTAL,2100.3999999999996
Croatia,2015,03 ,Y25-74,1649.6000000000001
Croatia,2015,03 ,Y_LT25,843.3000000000001
Croatia,2015,04 ,TOTAL,2036.3
Croatia,2015,04 ,Y25-74,1604.3999999999999
Croatia,2015,04 ,Y_LT25,776.4999999999999
Croatia,2015,05 ,TOTAL,1979.8000000000002
Croatia,2015,05 ,Y25-74,1563.8000000000002
Croatia,2015,05 ,Y_LT25,776.4999999999999
Croatia,2015,06 ,TOTAL,1924.3000000000002
Croatia,2015,06 ,Y25-74,1527.3000000000002
Croatia,2015,06 ,Y_LT25,776.4999999999999
Croatia,2015,07 ,TOTAL,1902.2
Croatia,2015,07 ,Y25-74,1496.0
Croatia,2015,07 ,Y_LT25,748.9
Croatia,2015,08 ,TOTAL,1881.8999999999999
Croatia,2015,08 ,Y25-74,1478.6999999999998
Croatia,2015,08 ,Y_LT25,748.9
Croatia,2015,09 ,TOTAL,1878.9
Croatia,2015,09 ,Y25-74,1460.6
Croatia,2015,09 ,Y_LT25,748.9
Croatia,2015,10 ,TOTAL,1899.1999999999998
Croatia,2015,10 ,Y25-74,1470.2
Croatia,2015,10 ,Y_LT25,758.2
Croatia,2015,11 ,TOTAL,1896.0
Croatia,2015,11 ,Y25-74,1468.4
Croatia,2015,11 ,Y_LT25,758.2
Croatia,2015,12 ,TOTAL,1858.7
Croatia,2015,12 ,Y25-74,1445.5
Croatia,2015,12 ,Y_LT25,758.2
Croatia,2016,01 ,TOTAL,1834.4999999999998
Croatia,2016,01 ,Y25-74,1427.5
Croatia,2016,01 ,Y_LT25,695.1
Croatia,2016,02 ,TOTAL,1788.4
Croatia,2016,02 ,Y25-74,1392.0
Croatia,2016,02 ,Y_LT25,695.1
Croatia,2016,03 ,TOTAL,1724.4000000000003
Croatia,2016,03 ,Y25-74,1345.6
Croatia,2016,03 ,Y_LT25,695.1
Croatia,2016,04 ,TOTAL,1645.6000000000001
Croatia,2016,04 ,Y25-74,1282.3000000000002
Croatia,2016,04 ,Y_LT25,609.0999999999999
Croatia,2016,05 ,TOTAL,1569.8000000000002
Croatia,2016,05 ,Y25-74,1229.0
Croatia,2016,05 ,Y_LT25,609.0999999999999
Croatia,2016,06 ,TOTAL,1526.0
Croatia,2016,06 ,Y25-74,1193.6
Croatia,2016,06 ,Y_LT25,609.0999999999999
Croatia,2016,07 ,TOTAL,1506.2
Croatia,2016,07 ,Y25-74,1171.7000000000003
Croatia,2016,07 ,Y_LT25,585.9
Croatia,2016,08 ,TOTAL,1479.6
Croatia,2016,08 ,Y25-74,1150.1999999999998
Croatia,2016,08 ,Y_LT25,585.9
Croatia,2016,09 ,TOTAL,1470.2
Croatia,2016,09 ,Y25-74,1131.8
Croatia,2016,09 ,Y_LT25,585.9
Croatia,2016,10 ,TOTAL,1499.6
Croatia,2016,10 ,Y25-74,1145.5
Croatia,2016,10 ,Y_LT25,614.8
Croatia,2016,11 ,TOTAL,1508.2
Croatia,2016,11 ,Y25-74,1159.3
Croatia,2016,11 ,Y_LT25,614.8
Croatia,2016,12 ,TOTAL,1514.9
Croatia,2016,12 ,Y25-74,1174.7000000000003
Croatia,2016,12 ,Y_LT25,614.8
Croatia,2017,01 ,TOTAL,1521.6999999999998
Croatia,2017,01 ,Y25-74,1183.2999999999997
Croatia,2017,01 ,Y_LT25,585.9
Croatia,2017,02 ,TOTAL,1494.7
Croatia,2017,02 ,Y25-74,1168.2
Croatia,2017,02 ,Y_LT25,585.9
Croatia,2017,03 ,TOTAL,1442.3
Croatia,2017,03 ,Y25-74,1130.4
Croatia,2017,03 ,Y_LT25,585.9
Croatia,2017,04 ,TOTAL,1379.8000000000002
Croatia,2017,04 ,Y25-74,1085.4
Croatia,2017,04 ,Y_LT25,488.40000000000003
Croatia,2017,05 ,TOTAL,1295.0
Croatia,2017,05 ,Y25-74,1030.2
Croatia,2017,05 ,Y_LT25,488.40000000000003
Croatia,2017,06 ,TOTAL,1243.4
Croatia,2017,06 ,Y25-74,988.9999999999999
Croatia,2017,06 ,Y_LT25,488.40000000000003
Croatia,2017,07 ,TOTAL,1233.4
Croatia,2017,07 ,Y25-74,978.9
Croatia,2017,07 ,Y_LT25,469.09999999999997
Croatia,2017,08 ,TOTAL,1230.3
Croatia,2017,08 ,Y25-74,971.5
Croatia,2017,08 ,Y_LT25,469.09999999999997
Croatia,2017,09 ,TOTAL,1207.8
Croatia,2017,09 ,Y25-74,942.3
Croatia,2017,09 ,Y_LT25,469.09999999999997
Croatia,2017,10 ,TOTAL,1213.1
Croatia,2017,10 ,Y25-74,937.5
Croatia,2017,10 ,Y_LT25,513.4000000000001
Croatia,2017,11 ,TOTAL,1209.9
Croatia,2017,11 ,Y25-74,929.9
Croatia,2017,11 ,Y_LT25,513.4000000000001
Croatia,2017,12 ,TOTAL,1180.0
Croatia,2017,12 ,Y25-74,905.2
Croatia,2017,12 ,Y_LT25,513.4000000000001
Croatia,2018,01 ,TOTAL,1175.0
Croatia,2018,01 ,Y25-74,899.5999999999999
Croatia,2018,01 ,Y_LT25,497.3
Croatia,2018,02 ,TOTAL,1144.6
Croatia,2018,02 ,Y25-74,874.8
Croatia,2018,02 ,Y_LT25,497.3
Croatia,2018,03 ,TOTAL,1091.9
Croatia,2018,03 ,Y25-74,841.2
Croatia,2018,03 ,Y_LT25,497.3
Croatia,2018,04 ,TOTAL,1028.8000000000002
Croatia,2018,04 ,Y25-74,798.3
Croatia,2018,04 ,Y_LT25,409.4
Croatia,2018,05 ,TOTAL,972.0
Croatia,2018,05 ,Y25-74,762.4000000000001
Croatia,2018,05 ,Y_LT25,409.4
Croatia,2018,06 ,TOTAL,951.3
Croatia,2018,06 ,Y25-74,748.4
Croatia,2018,06 ,Y_LT25,409.4
Croatia,2018,07 ,TOTAL,927.4000000000001
Croatia,2018,07 ,Y25-74,720.1
Croatia,2018,07 ,Y_LT25,387.8
Croatia,2018,08 ,TOTAL,901.6
Croatia,2018,08 ,Y25-74,696.2
Croatia,2018,08 ,Y_LT25,387.8
Croatia,2018,09 ,TOTAL,881.2999999999998
Croatia,2018,09 ,Y25-74,675.7
Croatia,2018,09 ,Y_LT25,387.8
Croatia,2018,10 ,TOTAL,898.9
Croatia,2018,10 ,Y25-74,684.7
Croatia,2018,10 ,Y_LT25,392.6
Croatia,2018,11 ,TOTAL,895.6000000000001
Croatia,2018,11 ,Y25-74,685.9
Croatia,2018,11 ,Y_LT25,392.6
Croatia,2018,12 ,TOTAL,886.0
Croatia,2018,12 ,Y25-74,685.8
Croatia,2018,12 ,Y_LT25,392.6
Croatia,2019,01 ,TOTAL,899.5
Croatia,2019,01 ,Y25-74,703.9000000000001
Croatia,2019,01 ,Y_LT25,353.1
Croatia,2019,02 ,TOTAL,883.5000000000001
Croatia,2019,02 ,Y25-74,696.5999999999999
Croatia,2019,02 ,Y_LT25,353.1
Croatia,2019,03 ,TOTAL,845.3999999999999
Croatia,2019,03 ,Y25-74,669.3
Croatia,2019,03 ,Y_LT25,353.1
Croatia,2019,04 ,TOTAL,795.7
Croatia,2019,04 ,Y25-74,638.6
Croatia,2019,04 ,Y_LT25,287.0
Croatia,2019,05 ,TOTAL,752.6
Croatia,2019,05 ,Y25-74,605.1
Croatia,2019,05 ,Y_LT25,287.0
Croatia,2019,06 ,TOTAL,735.3
Croatia,2019,06 ,Y25-74,595.0
Croatia,2019,06 ,Y_LT25,287.0
Croatia,2019,07 ,TOTAL,739.0999999999999
Croatia,2019,07 ,Y25-74,594.8
Croatia,2019,07 ,Y_LT25,278.9
Croatia,2019,08 ,TOTAL,734.7
Croatia,2019,08 ,Y25-74,591.4000000000001
Croatia,2019,08 ,Y_LT25,278.9
Croatia,2019,09 ,TOTAL,724.2
Croatia,2019,09 ,Y25-74,577.6
Croatia,2019,09 ,Y_LT25,278.9
Croatia,2019,10 ,TOTAL,740.6999999999999
Croatia,2019,10 ,Y25-74,587.1
Croatia,2019,10 ,Y_LT25,303.20000000000005
Croatia,2019,11 ,TOTAL,754.6999999999999
Croatia,2019,11 ,Y25-74,598.2
Croatia,2019,11 ,Y_LT25,303.20000000000005
Croatia,2019,12 ,TOTAL,761.0999999999999
Croatia,2019,12 ,Y25-74,603.7
Croatia,2019,12 ,Y_LT25,303.20000000000005
Croatia,2020,01 ,TOTAL,769.8000000000001
Croatia,2020,01 ,Y25-74,613.3999999999999
Croatia,2020,01 ,Y_LT25,311.5
Croatia,2020,02 ,TOTAL,759.3000000000001
Croatia,2020,02 ,Y25-74,606.1999999999999
Croatia,2020,02 ,Y_LT25,311.5
Croatia,2020,03 ,TOTAL,813.3
Croatia,2020,03 ,Y25-74,649.3
Croatia,2020,03 ,Y_LT25,311.5
Croatia,2020,04 ,TOTAL,959.5000000000001
Croatia,2020,04 ,Y25-74,752.4999999999999
Croatia,2020,04 ,Y_LT25,413.40000000000003
Croatia,2020,05 ,TOTAL,1026.1
Croatia,2020,05 ,Y25-74,794.7
Croatia,2020,05 ,Y_LT25,413.40000000000003
Croatia,2020,06 ,TOTAL,997.9999999999999
Croatia,2020,06 ,Y25-74,774.9
Croatia,2020,06 ,Y_LT25,413.40000000000003
Cyprus,2010,01 ,TOTAL,226.10000000000005
Cyprus,2010,01 ,Y25-74,168.4
Cyprus,2010,01 ,Y_LT25,211.3
Cyprus,2010,02 ,TOTAL,225.00000000000003
Cyprus,2010,02 ,Y25-74,168.1
Cyprus,2010,02 ,Y_LT25,211.3
Cyprus,2010,03 ,TOTAL,230.89999999999998
Cyprus,2010,03 ,Y25-74,168.5
Cyprus,2010,03 ,Y_LT25,211.3
Cyprus,2010,04 ,TOTAL,215.79999999999998
Cyprus,2010,04 ,Y25-74,160.2
Cyprus,2010,04 ,Y_LT25,202.0
Cyprus,2010,05 ,TOTAL,213.89999999999998
Cyprus,2010,05 ,Y25-74,157.39999999999998
Cyprus,2010,05 ,Y_LT25,202.0
Cyprus,2010,06 ,TOTAL,222.4
Cyprus,2010,06 ,Y25-74,167.3
Cyprus,2010,06 ,Y_LT25,202.0
Cyprus,2010,07 ,TOTAL,216.10000000000002
Cyprus,2010,07 ,Y25-74,170.0
Cyprus,2010,07 ,Y_LT25,166.2
Cyprus,2010,08 ,TOTAL,209.29999999999998
Cyprus,2010,08 ,Y25-74,167.5
Cyprus,2010,08 ,Y_LT25,166.2
Cyprus,2010,09 ,TOTAL,201.2
Cyprus,2010,09 ,Y25-74,159.0
Cyprus,2010,09 ,Y_LT25,166.2
Cyprus,2010,10 ,TOTAL,200.1
Cyprus,2010,10 ,Y25-74,154.5
Cyprus,2010,10 ,Y_LT25,178.4
Cyprus,2010,11 ,TOTAL,206.29999999999998
Cyprus,2010,11 ,Y25-74,154.2
Cyprus,2010,11 ,Y_LT25,178.4
Cyprus,2010,12 ,TOTAL,208.6
Cyprus,2010,12 ,Y25-74,156.4
Cyprus,2010,12 ,Y_LT25,178.4
Cyprus,2011,01 ,TOTAL,228.5
Cyprus,2011,01 ,Y25-74,174.29999999999998
Cyprus,2011,01 ,Y_LT25,221.39999999999995
Cyprus,2011,02 ,TOTAL,241.9
Cyprus,2011,02 ,Y25-74,184.0
Cyprus,2011,02 ,Y_LT25,221.39999999999995
Cyprus,2011,03 ,TOTAL,244.0
Cyprus,2011,03 ,Y25-74,183.5
Cyprus,2011,03 ,Y_LT25,221.39999999999995
Cyprus,2011,04 ,TOTAL,245.5
Cyprus,2011,04 ,Y25-74,184.8
Cyprus,2011,04 ,Y_LT25,231.00000000000003
Cyprus,2011,05 ,TOTAL,254.79999999999998
Cyprus,2011,05 ,Y25-74,188.8
Cyprus,2011,05 ,Y_LT25,231.00000000000003
Cyprus,2011,06 ,TOTAL,259.6
Cyprus,2011,06 ,Y25-74,199.00000000000003
Cyprus,2011,06 ,Y_LT25,231.00000000000003
Cyprus,2011,07 ,TOTAL,266.5
Cyprus,2011,07 ,Y25-74,202.3
Cyprus,2011,07 ,Y_LT25,270.4
Cyprus,2011,08 ,TOTAL,276.19999999999993
Cyprus,2011,08 ,Y25-74,209.1
Cyprus,2011,08 ,Y_LT25,270.4
Cyprus,2011,09 ,TOTAL,291.90000000000003
Cyprus,2011,09 ,Y25-74,218.70000000000002
Cyprus,2011,09 ,Y_LT25,270.4
Cyprus,2011,10 ,TOTAL,305.9
Cyprus,2011,10 ,Y25-74,230.50000000000003
Cyprus,2011,10 ,Y_LT25,293.7
Cyprus,2011,11 ,TOTAL,330.9
Cyprus,2011,11 ,Y25-74,251.0
Cyprus,2011,11 ,Y_LT25,293.7
Cyprus,2011,12 ,TOTAL,336.29999999999995
Cyprus,2011,12 ,Y25-74,260.0
Cyprus,2011,12 ,Y_LT25,293.7
Cyprus,2012,01 ,TOTAL,359.3
Cyprus,2012,01 ,Y25-74,279.20000000000005
Cyprus,2012,01 ,Y_LT25,294.2
Cyprus,2012,02 ,TOTAL,370.0
Cyprus,2012,02 ,Y25-74,290.79999999999995
Cyprus,2012,02 ,Y_LT25,294.2
Cyprus,2012,03 ,TOTAL,384.0
Cyprus,2012,03 ,Y25-74,305.29999999999995
Cyprus,2012,03 ,Y_LT25,294.2
Cyprus,2012,04 ,TOTAL,391.0
Cyprus,2012,04 ,Y25-74,315.19999999999993
Cyprus,2012,04 ,Y_LT25,299.7
Cyprus,2012,05 ,TOTAL,403.29999999999995
Cyprus,2012,05 ,Y25-74,320.70000000000005
Cyprus,2012,05 ,Y_LT25,299.7
Cyprus,2012,06 ,TOTAL,409.1
Cyprus,2012,06 ,Y25-74,333.9
Cyprus,2012,06 ,Y_LT25,299.7
Cyprus,2012,07 ,TOTAL,437.90000000000003
Cyprus,2012,07 ,Y25-74,354.3
Cyprus,2012,07 ,Y_LT25,320.90000000000003
Cyprus,2012,08 ,TOTAL,428.59999999999997
Cyprus,2012,08 ,Y25-74,345.3
Cyprus,2012,08 ,Y_LT25,320.90000000000003
Cyprus,2012,09 ,TOTAL,434.4
Cyprus,2012,09 ,Y25-74,347.6
Cyprus,2012,09 ,Y_LT25,320.90000000000003
Cyprus,2012,10 ,TOTAL,442.0
Cyprus,2012,10 ,Y25-74,347.9
Cyprus,2012,10 ,Y_LT25,364.8
Cyprus,2012,11 ,TOTAL,462.7
Cyprus,2012,11 ,Y25-74,361.4
Cyprus,2012,11 ,Y_LT25,364.8
Cyprus,2012,12 ,TOTAL,481.9
Cyprus,2012,12 ,Y25-74,381.0
Cyprus,2012,12 ,Y_LT25,364.8
Cyprus,2013,01 ,TOTAL,530.1
Cyprus,2013,01 ,Y25-74,419.0999999999999
Cyprus,2013,01 ,Y_LT25,412.8
Cyprus,2013,02 ,TOTAL,539.8000000000001
Cyprus,2013,02 ,Y25-74,430.49999999999994
Cyprus,2013,02 ,Y_LT25,412.8
Cyprus,2013,03 ,TOTAL,528.0
Cyprus,2013,03 ,Y25-74,425.40000000000003
Cyprus,2013,03 ,Y_LT25,412.8
Cyprus,2013,04 ,TOTAL,545.7
Cyprus,2013,04 ,Y25-74,432.50000000000006
Cyprus,2013,04 ,Y_LT25,460.7
Cyprus,2013,05 ,TOTAL,546.7
Cyprus,2013,05 ,Y25-74,431.1
Cyprus,2013,05 ,Y_LT25,460.7
Cyprus,2013,06 ,TOTAL,557.0
Cyprus,2013,06 ,Y25-74,440.99999999999994
Cyprus,2013,06 ,Y_LT25,460.7
Cyprus,2013,07 ,TOTAL,563.5
Cyprus,2013,07 ,Y25-74,446.6
Cyprus,2013,07 ,Y_LT25,450.7
Cyprus,2013,08 ,TOTAL,571.1
Cyprus,2013,08 ,Y25-74,453.70000000000005
Cyprus,2013,08 ,Y_LT25,450.7
Cyprus,2013,09 ,TOTAL,568.4
Cyprus,2013,09 ,Y25-74,449.8
Cyprus,2013,09 ,Y_LT25,450.7
Cyprus,2013,10 ,TOTAL,558.5
Cyprus,2013,10 ,Y25-74,436.4
Cyprus,2013,10 ,Y_LT25,450.20000000000005
Cyprus,2013,11 ,TOTAL,569.3999999999999
Cyprus,2013,11 ,Y25-74,445.3
Cyprus,2013,11 ,Y_LT25,450.20000000000005
Cyprus,2013,12 ,TOTAL,566.8
Cyprus,2013,12 ,Y25-74,446.20000000000005
Cyprus,2013,12 ,Y_LT25,450.20000000000005
Cyprus,2014,01 ,TOTAL,560.0
Cyprus,2014,01 ,Y25-74,444.0
Cyprus,2014,01 ,Y_LT25,449.50000000000006
Cyprus,2014,02 ,TOTAL,563.0
Cyprus,2014,02 ,Y25-74,444.5
Cyprus,2014,02 ,Y_LT25,449.50000000000006
Cyprus,2014,03 ,TOTAL,584.5
Cyprus,2014,03 ,Y25-74,452.00000000000006
Cyprus,2014,03 ,Y_LT25,449.50000000000006
Cyprus,2014,04 ,TOTAL,559.9
Cyprus,2014,04 ,Y25-74,439.59999999999997
Cyprus,2014,04 ,Y_LT25,434.50000000000006
Cyprus,2014,05 ,TOTAL,550.5999999999999
Cyprus,2014,05 ,Y25-74,439.90000000000003
Cyprus,2014,05 ,Y_LT25,434.50000000000006
Cyprus,2014,06 ,TOTAL,558.5
Cyprus,2014,06 ,Y25-74,450.4
Cyprus,2014,06 ,Y_LT25,434.50000000000006
Cyprus,2014,07 ,TOTAL,571.3
Cyprus,2014,07 ,Y25-74,462.3999999999999
Cyprus,2014,07 ,Y_LT25,397.30000000000007
Cyprus,2014,08 ,TOTAL,565.9000000000001
Cyprus,2014,08 ,Y25-74,460.8
Cyprus,2014,08 ,Y_LT25,397.30000000000007
Cyprus,2014,09 ,TOTAL,556.1999999999999
Cyprus,2014,09 ,Y25-74,453.9
Cyprus,2014,09 ,Y_LT25,397.30000000000007
Cyprus,2014,10 ,TOTAL,547.0
Cyprus,2014,10 ,Y25-74,447.0
Cyprus,2014,10 ,Y_LT25,390.2
Cyprus,2014,11 ,TOTAL,581.5
Cyprus,2014,11 ,Y25-74,474.6
Cyprus,2014,11 ,Y_LT25,390.2
Cyprus,2014,12 ,TOTAL,578.4
Cyprus,2014,12 ,Y25-74,474.4
Cyprus,2014,12 ,Y_LT25,390.2
Cyprus,2015,01 ,TOTAL,588.4
Cyprus,2015,01 ,Y25-74,480.2
Cyprus,2015,01 ,Y_LT25,407.9
Cyprus,2015,02 ,TOTAL,586.5
Cyprus,2015,02 ,Y25-74,482.0
Cyprus,2015,02 ,Y_LT25,407.9
Cyprus,2015,03 ,TOTAL,565.5
Cyprus,2015,03 ,Y25-74,466.6
Cyprus,2015,03 ,Y_LT25,407.9
Cyprus,2015,04 ,TOTAL,530.4000000000001
Cyprus,2015,04 ,Y25-74,435.40000000000003
Cyprus,2015,04 ,Y_LT25,364.20000000000005
Cyprus,2015,05 ,TOTAL,507.40000000000003
Cyprus,2015,05 ,Y25-74,421.2
Cyprus,2015,05 ,Y_LT25,364.20000000000005
Cyprus,2015,06 ,TOTAL,510.70000000000005
Cyprus,2015,06 ,Y25-74,423.3
Cyprus,2015,06 ,Y_LT25,364.20000000000005
Cyprus,2015,07 ,TOTAL,522.9000000000001
Cyprus,2015,07 ,Y25-74,431.6
Cyprus,2015,07 ,Y_LT25,364.2
Cyprus,2015,08 ,TOTAL,506.0
Cyprus,2015,08 ,Y25-74,421.90000000000003
Cyprus,2015,08 ,Y_LT25,364.2
Cyprus,2015,09 ,TOTAL,475.2000000000001
Cyprus,2015,09 ,Y25-74,394.0
Cyprus,2015,09 ,Y_LT25,364.2
Cyprus,2015,10 ,TOTAL,442.9
Cyprus,2015,10 ,Y25-74,366.09999999999997
Cyprus,2015,10 ,Y_LT25,327.00000000000006
Cyprus,2015,11 ,TOTAL,449.0
Cyprus,2015,11 ,Y25-74,369.8
Cyprus,2015,11 ,Y_LT25,327.00000000000006
Cyprus,2015,12 ,TOTAL,441.59999999999997
Cyprus,2015,12 ,Y25-74,368.3
Cyprus,2015,12 ,Y_LT25,327.00000000000006
Cyprus,2016,01 ,TOTAL,445.0
Cyprus,2016,01 ,Y25-74,372.1
Cyprus,2016,01 ,Y_LT25,321.9
Cyprus,2016,02 ,TOTAL,450.90000000000003
Cyprus,2016,02 ,Y25-74,376.8
Cyprus,2016,02 ,Y_LT25,321.9
Cyprus,2016,03 ,TOTAL,443.5
Cyprus,2016,03 ,Y25-74,370.3
Cyprus,2016,03 ,Y_LT25,321.9
Cyprus,2016,04 ,TOTAL,427.20000000000005
Cyprus,2016,04 ,Y25-74,356.3
Cyprus,2016,04 ,Y_LT25,305.6
Cyprus,2016,05 ,TOTAL,420.90000000000003
Cyprus,2016,05 ,Y25-74,349.5
Cyprus,2016,05 ,Y_LT25,305.6
Cyprus,2016,06 ,TOTAL,435.8
Cyprus,2016,06 ,Y25-74,361.8
Cyprus,2016,06 ,Y_LT25,305.6
Cyprus,2016,07 ,TOTAL,448.8
Cyprus,2016,07 ,Y25-74,368.70000000000005
Cyprus,2016,07 ,Y_LT25,331.7
Cyprus,2016,08 ,TOTAL,449.2
Cyprus,2016,08 ,Y25-74,368.0
Cyprus,2016,08 ,Y_LT25,331.7
Cyprus,2016,09 ,TOTAL,440.3
Cyprus,2016,09 ,Y25-74,362.3
Cyprus,2016,09 ,Y_LT25,331.7
Cyprus,2016,10 ,TOTAL,430.90000000000003
Cyprus,2016,10 ,Y25-74,353.1
Cyprus,2016,10 ,Y_LT25,330.20000000000005
Cyprus,2016,11 ,TOTAL,451.6
Cyprus,2016,11 ,Y25-74,369.5
Cyprus,2016,11 ,Y_LT25,330.20000000000005
Cyprus,2016,12 ,TOTAL,447.1000000000001
Cyprus,2016,12 ,Y25-74,373.30000000000007
Cyprus,2016,12 ,Y_LT25,330.20000000000005
Cyprus,2017,01 ,TOTAL,444.0
Cyprus,2017,01 ,Y25-74,378.1
Cyprus,2017,01 ,Y_LT25,288.09999999999997
Cyprus,2017,02 ,TOTAL,443.09999999999997
Cyprus,2017,02 ,Y25-74,376.49999999999994
Cyprus,2017,02 ,Y_LT25,288.09999999999997
Cyprus,2017,03 ,TOTAL,430.29999999999995
Cyprus,2017,03 ,Y25-74,361.0
Cyprus,2017,03 ,Y_LT25,288.09999999999997
Cyprus,2017,04 ,TOTAL,398.6
Cyprus,2017,04 ,Y25-74,331.4
Cyprus,2017,04 ,Y_LT25,293.3
Cyprus,2017,05 ,TOTAL,384.1
Cyprus,2017,05 ,Y25-74,313.2
Cyprus,2017,05 ,Y_LT25,293.3
Cyprus,2017,06 ,TOTAL,373.59999999999997
Cyprus,2017,06 ,Y25-74,308.09999999999997
Cyprus,2017,06 ,Y_LT25,293.3
Cyprus,2017,07 ,TOTAL,365.6
Cyprus,2017,07 ,Y25-74,299.5
Cyprus,2017,07 ,Y_LT25,273.6
Cyprus,2017,08 ,TOTAL,359.1
Cyprus,2017,08 ,Y25-74,295.59999999999997
Cyprus,2017,08 ,Y_LT25,273.6
Cyprus,2017,09 ,TOTAL,344.2
Cyprus,2017,09 ,Y25-74,283.20000000000005
Cyprus,2017,09 ,Y_LT25,273.6
Cyprus,2017,10 ,TOTAL,329.9
Cyprus,2017,10 ,Y25-74,275.2
Cyprus,2017,10 ,Y_LT25,257.7
Cyprus,2017,11 ,TOTAL,361.90000000000003
Cyprus,2017,11 ,Y25-74,301.29999999999995
Cyprus,2017,11 ,Y_LT25,257.7
Cyprus,2017,12 ,TOTAL,368.5
Cyprus,2017,12 ,Y25-74,309.19999999999993
Cyprus,2017,12 ,Y_LT25,257.7
Cyprus,2018,01 ,TOTAL,362.99999999999994
Cyprus,2018,01 ,Y25-74,298.9
Cyprus,2018,01 ,Y_LT25,267.1
Cyprus,2018,02 ,TOTAL,344.7
Cyprus,2018,02 ,Y25-74,281.6
Cyprus,2018,02 ,Y_LT25,267.1
Cyprus,2018,03 ,TOTAL,318.7
Cyprus,2018,03 ,Y25-74,257.6
Cyprus,2018,03 ,Y_LT25,267.1
Cyprus,2018,04 ,TOTAL,288.1
Cyprus,2018,04 ,Y25-74,232.2
Cyprus,2018,04 ,Y_LT25,217.19999999999996
Cyprus,2018,05 ,TOTAL,275.20000000000005
Cyprus,2018,05 ,Y25-74,225.9
Cyprus,2018,05 ,Y_LT25,217.19999999999996
Cyprus,2018,06 ,TOTAL,281.0
Cyprus,2018,06 ,Y25-74,231.3
Cyprus,2018,06 ,Y_LT25,217.19999999999996
Cyprus,2018,07 ,TOTAL,292.59999999999997
Cyprus,2018,07 ,Y25-74,242.2
Cyprus,2018,07 ,Y_LT25,206.4
Cyprus,2018,08 ,TOTAL,288.6
Cyprus,2018,08 ,Y25-74,240.29999999999998
Cyprus,2018,08 ,Y_LT25,206.4
Cyprus,2018,09 ,TOTAL,276.1
Cyprus,2018,09 ,Y25-74,225.60000000000002
Cyprus,2018,09 ,Y_LT25,206.4
Cyprus,2018,10 ,TOTAL,257.20000000000005
Cyprus,2018,10 ,Y25-74,208.49999999999997
Cyprus,2018,10 ,Y_LT25,219.4
Cyprus,2018,11 ,TOTAL,278.9
Cyprus,2018,11 ,Y25-74,219.5
Cyprus,2018,11 ,Y_LT25,219.4
Cyprus,2018,12 ,TOTAL,276.79999999999995
Cyprus,2018,12 ,Y25-74,220.79999999999995
Cyprus,2018,12 ,Y_LT25,219.4
Cyprus,2019,01 ,TOTAL,286.5
Cyprus,2019,01 ,Y25-74,235.2
Cyprus,2019,01 ,Y_LT25,213.29999999999998
Cyprus,2019,02 ,TOTAL,288.40000000000003
Cyprus,2019,02 ,Y25-74,237.89999999999995
Cyprus,2019,02 ,Y_LT25,213.29999999999998
Cyprus,2019,03 ,TOTAL,282.0
Cyprus,2019,03 ,Y25-74,234.1
Cyprus,2019,03 ,Y_LT25,213.29999999999998
Cyprus,2019,04 ,TOTAL,261.7
Cyprus,2019,04 ,Y25-74,216.5
Cyprus,2019,04 ,Y_LT25,178.6
Cyprus,2019,05 ,TOTAL,248.4
Cyprus,2019,05 ,Y25-74,208.1
Cyprus,2019,05 ,Y_LT25,178.6
Cyprus,2019,06 ,TOTAL,250.2
Cyprus,2019,06 ,Y25-74,209.5
Cyprus,2019,06 ,Y_LT25,178.6
Cyprus,2019,07 ,TOTAL,253.4
Cyprus,2019,07 ,Y25-74,211.19999999999996
Cyprus,2019,07 ,Y_LT25,181.40000000000003
Cyprus,2019,08 ,TOTAL,244.20000000000005
Cyprus,2019,08 ,Y25-74,203.00000000000003
Cyprus,2019,08 ,Y_LT25,181.40000000000003
Cyprus,2019,09 ,TOTAL,225.59999999999997
Cyprus,2019,09 ,Y25-74,185.20000000000002
Cyprus,2019,09 ,Y_LT25,181.40000000000003
Cyprus,2019,10 ,TOTAL,219.20000000000002
Cyprus,2019,10 ,Y25-74,180.3
Cyprus,2019,10 ,Y_LT25,175.5
Cyprus,2019,11 ,TOTAL,242.3
Cyprus,2019,11 ,Y25-74,198.79999999999998
Cyprus,2019,11 ,Y_LT25,175.5
Cyprus,2019,12 ,TOTAL,232.6
Cyprus,2019,12 ,Y25-74,191.40000000000003
Cyprus,2019,12 ,Y_LT25,175.5
Cyprus,2020,01 ,TOTAL,234.70000000000002
Cyprus,2020,01 ,Y25-74,196.8
Cyprus,2020,01 ,Y_LT25,154.4
Cyprus,2020,02 ,TOTAL,229.7
Cyprus,2020,02 ,Y25-74,196.30000000000004
Cyprus,2020,02 ,Y_LT25,154.4
Cyprus,2020,03 ,TOTAL,249.39999999999998
Cyprus,2020,03 ,Y25-74,215.70000000000002
Cyprus,2020,03 ,Y_LT25,154.4
Cyprus,2020,04 ,TOTAL,313.70000000000005
Cyprus,2020,04 ,Y25-74,271.7
