Country,Year,Month,Value,Year_Month
Turkey,2019,02 ,27343.600000000002,2019M02 
Turkey,2019,03 ,27180.9,2019M03 
Turkey,2019,04 ,26502.999999999996,2019M04 
Turkey,2019,05 ,26494.9,2019M05 
Turkey,2019,06 ,26773.3,2019M06 
Turkey,2019,07 ,27821.499999999996,2019M07 
Turkey,2019,08 ,27851.9,2019M08 
Turkey,2019,09 ,27359.200000000004,2019M09 
Turkey,2019,10 ,26605.9,2019M10 
Turkey,2019,11 ,26024.100000000002,2019M11 
Turkey,2019,12 ,26008.799999999996,2019M12 
Turkey,2020,01 ,25023.000000000004,2020M01 
Turkey,2020,02 ,24421.1,2020M02 
Turkey,2020,03 ,23732.299999999996,2020M03 
Turkey,2020,04 ,23801.9,2020M04 
Turkey,2020,05 ,0.0,2020M05 
Turkey,2020,06 ,0.0,2020M06 
United Kingdom,2019,01 ,15552.500000000002,2019M01 
United Kingdom,2019,02 ,15275.5,2019M02 
United Kingdom,2019,03 ,15090.600000000002,2019M03 
United Kingdom,2019,04 ,15047.2,2019M04 
United Kingdom,2019,05 ,15560.6,2019M05 
United Kingdom,2019,06 ,15561.6,2019M06 
United Kingdom,2019,07 ,15797.900000000001,2019M07 
United Kingdom,2019,08 ,15726.1,2019M08 
United Kingdom,2019,09 ,15555.1,2019M09 
United Kingdom,2019,10 ,15231.900000000003,2019M10 
United Kingdom,2019,11 ,14920.700000000003,2019M11 
United Kingdom,2019,12 ,15280.700000000004,2019M12 
United Kingdom,2020,01 ,16094.099999999999,2020M01 
United Kingdom,2020,02 ,16057.699999999999,2020M02 
United Kingdom,2020,03 ,15645.199999999999,2020M03 
United Kingdom,2020,04 ,15623.499999999998,2020M04 
United Kingdom,2020,05 ,0.0,2020M05 
United Kingdom,2020,06 ,0.0,2020M06 
United States,2019,01 ,54690.7,2019M01 
United States,2019,02 ,51437.29999999999,2019M02 
United States,2019,03 ,50385.700000000004,2019M03 
United States,2019,04 ,45084.70000000001,2019M04 
United States,2019,05 ,45736.6,2019M05 
United States,2019,06 ,49132.5,2019M06 
United States,2019,07 ,50470.1,2019M07 
United States,2019,08 ,48879.3,2019M08 
United States,2019,09 ,45032.700000000004,2019M09 
United States,2019,10 ,45443.6,2019M10 
United States,2019,11 ,45119.600000000006,2019M11 
United States,2019,12 ,45115.80000000001,2019M12 
United States,2020,01 ,49700.99999999999,2020M01 
United States,2020,02 ,48183.00000000001,2020M02 
United States,2020,03 ,58113.4,2020M03 
United States,2020,04 ,182752.8,2020M04 
United States,2020,05 ,166335.60000000003,2020M05 
United States,2020,06 ,143355.90000000002,2020M06 
